"nExp","cDis","nDis","cBar","nBar","cCar","nCar","dSet","nMes","mes","dia","hora","torn","causa","morts","lesLl","lesGr","vict","vehi","UTMX","UTMY","long","lat","nPos","dTVehImp","sexe","edat","dTPers","dLlAtrVia","dMotDesVia","dMotDespCon","dVict","accbici"
"2022S005398    ",10,"Sant Martí",73,"la Verneda i la Pau",307207,"Pont del Treball Digne                            ","Divendres",9,"Setembre",9,9,"Matí","Altres",0,2,0,2,1,433100.67,4586079.24,2.19829494199934,41.4216423896558,"0016 0018","Bicicleta","Dona",18,"Conductor","Fora del pas                                                                                                                                          ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S005399    ",3,"Sants-Montjuïc",17,"Sants - Badal",312400,"Sants / Begur                                     ","Divendres",9,"Setembre",9,9,"Matí","No és causa del  vianant",0,1,0,1,2,427276.95,4581015.43,2.12921899921522,41.3755283101881,"0293 0293","Bicicleta","Dona",21,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S005405    ",7,"Horta-Guinardó",43,"Horta",194406,"Maragall                                          ","Divendres",9,"Setembre",9,14,"Tarda","No és causa del  vianant",0,1,0,1,1,430135.73,4586939.38,2.16271776773169,41.4291367644189,"0419 0419","Bicicleta","Home",70,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S005423    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",144601,"Diagonal                                          ","Dissabte",9,"Setembre",10,10,"Matí","No és causa del  vianant",0,1,0,1,1,432509.96,4584146.81,2.19144238515725,41.404188120814,"0197 0197","Bicicleta","Dona",35,"Vianant","A la vorera / Andana                                                                                                                                  ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S005424    ",2,"Eixample",5,"el Fort Pienc",73900,"Castillejos                                       ","Dissabte",9,"Setembre",10,10,"Matí","No és causa del  vianant",0,1,0,1,2,431991.7,4583838.25,2.1852773568981,41.4013652973644,"0158 0158","Bicicleta","Home",25,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S005427    ",2,"Eixample",10,"Sant Antoni",127704,"Comte d'Urgell / Floridablanca                    ","Dissabte",9,"Setembre",10,14,"Tarda","No és causa del  vianant",0,1,0,1,2,429935.26,4581522.19,2.16094636485563,41.3803285816496,"0120 0120","Bicicleta","Dona",53,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S005430    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",268003,"Balmes / Provença                                 ","Dissabte",9,"Setembre",10,17,"Tarda","No és causa del  vianant",0,1,0,1,2,429743.72,4582869.41,2.15849953521733,41.3924458290383,"0211 0211","Bicicleta","Home",32,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S005439    ",2,"Eixample",5,"el Fort Pienc",9209,"Alí Bei / Marina                                  ","Diumenge",9,"Setembre",11,5,"Nit","No és causa del  vianant",0,1,0,1,2,431937.24,4583291.59,2.18468741347031,41.3964370775029,"0108B0108B","Bicicleta","Home",30,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S005445    ",4,"Les Corts",19,"les Corts",40300,"Berlín / Numància                                 ","Diumenge",9,"Setembre",11,11,"Matí","No és causa del  vianant",0,1,0,1,2,428108.47,4581859.44,2.13906142044332,41.3832047771482,"0055 0059","Bicicleta","Home",11,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S005450    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",305100,"Indústria / Sant Joan                             ","Diumenge",9,"Setembre",11,19,"Tarda","No és causa del  vianant",0,1,0,1,2,430321.17,4583996.53,2.16527621949851,41.4026477036187,"0165 0167","Bicicleta","Dona",30,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S005477    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença / Catalunya                              ","Dilluns",9,"Setembre",12,14,"Tarda","No és causa del  vianant",0,1,0,1,2,429868.7,4582996.42,2.15997961827233,41.3936006826635,"0270 0272","Bicicleta","Home",28,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Transport professional de mercaderies","Ferit lleu: Rebutja assistència sanitària",1
"2022S005479    ",3,"Sants-Montjuïc",11,"el Poble-sec",207304,"Mèxic / Corts Catalanes                           ","Dimarts",9,"Setembre",13,3,"Nit","No és causa del  vianant",0,2,0,2,2,428805.39,4580812.36,2.14751871849951,41.3738361168475,"0001 0001","Bicicleta","Home",32,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Altres activitats","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S005479    ",3,"Sants-Montjuïc",11,"el Poble-sec",207304,"Mèxic / Corts Catalanes                           ","Dimarts",9,"Setembre",13,3,"Nit","No és causa del  vianant",0,2,0,2,2,428805.39,4580812.36,2.14751871849951,41.3738361168475,"0001 0001","Bicicleta","Home",60,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S005481    ",3,"Sants-Montjuïc",13,"la Marina de Port",369408,"Zona Franca                                       ","Dimarts",9,"Setembre",13,8,"Matí","No és causa del  vianant",0,1,0,1,2,428023.38,4579362.53,2.13834055297608,41.3607083840343,"0183 0183","Bicicleta","Home",25,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S005483    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,"Balmes                                            ","Dimarts",9,"Setembre",13,9,"Matí","No és causa del  vianant",0,1,0,1,2,428895.5,4583781.84,2.14824731721572,41.4005891387748,"0273 0273","Bicicleta","Home",16,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S005489    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",105304,"Dos de Maig / Enamorats                           ","Dimarts",9,"Setembre",13,17,"Tarda","No és causa del  vianant",0,1,0,1,1,431815.74,4584381.96,2.18311121178979,41.4062474121661,"0214 0214","Bicicleta","Home",30,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S005527    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant / València                                 ","Dijous",9,"Setembre",15,9,"Matí","Desobeir el senyal del semàfor",0,1,0,1,1,431371.11,4584089.39,2.17782533592311,41.4035744561411,"0251 0251","Bicicleta","Dona",39,"Vianant","En pas regulat per semàfor                                                                                                                            ","Es desconeix","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S005533    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",700756,"Marítim del Bogatell                              ","Dijous",9,"Setembre",15,12,"Matí","Altres",0,2,0,2,1,433778.66,4583067.64,2.2067375160466,41.3945739040686,"0102 0102","Bicicleta","Dona",27,"Vianant","Altres                                                                                                                                                ","Es desconeix","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
